Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2
24	fg3_m12_iso1_rotated	0	0.29	3	6.72	0.03	0.05	14.18	0.85	0.51	11.23	42.05	0.3	0.21
25	fg3_m12_iso1_rotated	0	0.29	4	41.58	0.07	0.08	5.87	0.31	0.02	7.54	16.72	0.3	0.48
26	fg3_m12_iso1_rotated	0	0.39	0	2.77	0.02	0.04	9.91	0.77	0.29	6.03	24.8	0.0	0.48
27	fg3_m12_iso1_rotated	0	0.39	1	1.63	0.02	0.04	10.27	0.85	0.51	18.23	46.94	0.86	0.21
28	fg3_m12_iso1_rotated	0	0.39	2	3.91	0.03	0.05	13.73	0.83	0.52	10.06	22.59	0.68	0.21
29	fg3_m12_iso1_rotated	0	0.39	3	8.9	0.03	0.03	16.92	0.81	0.5	8.03	18.27	0.0	0.21
30	fg3_m12_iso1_rotated	0	0.39	4	63.9	0.12	0.07	7.23	0.32	0.03	26.9	29.36	0.3	0.77
31	fg3_m12_iso1_rotated	0	0.39	5	59.53	0.13	0.08	5.77	0.35	0.03	19.54	25.04	0.43	0.21
32	fg3_m12_iso1_rotated	0	0.39	6	33.98	0.13	0.06	7.81	0.33	0.01	8.33	15.53	0.3	0.64
33	fg3_m12_iso1_rotated	0	0.49	0	0.57	0.04	0.04	16.7	0.78	0.29	14.84	60.63	0.3	0.48
34	fg3_m12_iso1_rotated	0	0.49	1	1.43	0.03	0.04	10.33	0.83	0.51	8.27	18.61	0.3	0.21
35	fg3_m12_iso1_rotated	0	0.49	2	1.25	0.02	0.04	11.47	0.82	0.5	11.2	17.62	0.86	0.21
36	fg3_m12_iso1_rotated	0	0.49	3	7.77	0.05	0.04	22.19	0.84	0.51	11.39	18.61	0.61	0.21
37	fg3_m12_iso1_rotated	0	0.49	4	15.4	0.06	0.08	5.21	0.34	0.02	7.49	17.35	0.3	0.21
38	fg3_m12_iso1_rotated	0	0.49	5	59.74	0.07	0.05	5.64	0.33	0.01	7.08	10.75	0.3	0.48
39	fg3_m12_iso1_rotated	0	0.49	6	18.9	0.09	0.06	5.76	0.36	0.03	19.5	41.95	0.3	0.48
40	fg3_m12_iso1_rotated	0	0.59	0	1.56	0.02	0.04	9.72	0.77	0.29	11.23	48.69	0.43	0.48
41	fg3_m12_iso1_rotated	0	0.59	1	17.3	0.05	0.05	20.2	0.83	0.5	8.57	22.28	0.3	0.21
42	fg3_m12_iso1_rotated	0	0.59	2	2.28	0.03	0.04	11.35	0.85	0.52	8.91	27.57	0.43	0.48
43	fg3_m12_iso1_rotated	0	0.59	3	0.91	0.04	0.04	10.83	0.82	0.5	18.88	31.13	0.68	0.77
44	fg3_m12_iso1_rotated	0	0.59	4	21.55	0.09	0.06	6.22	0.33	0.03	7.85	12.53	0.0	0.48
45	fg3_m12_iso1_rotated	0	0.59	5	36.48	0.08	0.06	5.96	0.33	0.03	13.7	26.47	0.3	0.48
46	fg3_m12_iso1_rotated	0	0.59	6	33.6	0.08	0.06	5.77	0.36	0.01	8.95	11.36	0.3	0.48
47	fg3_m12_iso1_rotated	0	0.98	0	4.72	0.03	0.04	10.09	0.78	0.29	7.58	21.41	0.3	0.48
48	fg3_m12_iso1_rotated	0	0.98	1	9.6	0.04	0.05	17.01	0.81	0.5	17.75	36.09	0.86	1.16
49	fg3_m12_iso1_rotated	0	0.98	2	3.03	0.04	0.05	18.87	0.83	0.51	4.18	12.87	0.3	0.48
50	fg3_m12_iso1_rotated	0	0.98	3	1.04	0.02	0.04	11.03	0.83	0.5	10.71	24.84	0.3	0.48
51	fg3_m12_iso1_rotated	0	0.98	4	35.41	0.07	0.06	5.53	0.32	0.04	17.75	34.14	0.3	0.48
52	fg3_m12_iso1_rotated	0	0.98	5	69.25	0.1	0.07	7.05	0.35	0.04	7.44	13.91	0.0	0.21
53	fg3_m12_iso1_rotated	0	0.98	6	82.3	0.08	0.06	5.63	0.34	0.01	17.94	48.49	0.3	0.48
54	fg3_m12_iso1_rotated	0	1.96	0	9.37	0.02	0.03	10.73	0.72	0.33	13.63	39.48	0.3	0.48
55	fg3_m12_iso1_rotated	0	1.96	1	4.05	0.04	0.04	15.31	0.8	0.53	16.9	48.58	0.96	1.44
56	fg3_m12_iso1_rotated	0	1.96	2	4.08	0.03	0.04	11.95	0.81	0.47	10.46	19.35	0.96	0.88
57	fg3_m12_iso1_rotated	0	1.96	3	20.3	0.04	0.05	18.01	0.82	0.51	13.43	19.11	0.43	0.21
58	fg3_m12_iso1_rotated	0	1.96	4	20.73	0.1	0.04	7.31	0.33	0.15	17.83	31.37	0.43	0.48
59	fg3_m12_iso1_rotated	0	1.96	5	83.77	0.07	0.04	6.06	0.3	0.13	10.91	21.05	0.43	0.21
60	fg3_m12_iso1_rotated	0	1.96	6	45.9	0.08	0.05	6.27	0.31	0.15	9.26	16.02	0.3	0.64
